KLEE: Using STP solver backend
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: ERROR: /home/klee/lab2/Problem15/Problem15.c:9: ASSERTION FAIL: 0
KLEE: HaltTimer invoked
KLEE: halting execution, dumping remaining states
